price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
4200000.0,2953.0,3.0,1.0,2,1,0,1,0,1,0.0,0,0
4200000.0,2747.0,4.0,1.0,2,0,0,0,0,0,0.0,0,1
4200000.0,4410.0,2.0,1.0,1,0,0,0,0,0,1.0,0,0
4200000.0,4000.0,4.0,1.0,2,0,0,0,0,0,0.0,0,1
4200000.0,2325.0,3.0,1.0,2,0,0,0,0,0,0.0,0,1
4200000.0,4600.0,3.0,1.0,2,1,0,0,0,1,1.0,0,1
4200000.0,3640.0,3.0,1.0,2,1,0,1,0,0,0.0,0,0
4200000.0,5800.0,3.0,1.0,1,1,0,0,1,0,2.0,0,1
4200000.0,7000.0,3.0,1.0,1,1,0,0,0,0,2.5,0,2
4200000.0,4079.0,3.0,1.0,3,1,0,0,0,0,0.0,0,1
4200000.0,3520.0,3.0,1.0,2,1,0,0,0,0,0.0,1,1
4200000.0,2145.0,3.0,1.0,3,1,0,0,0,0,1.0,1,0
4200000.0,4500.0,3.0,1.0,1,1,0,1,0,0,0.0,0,2
4193000.0,8250.0,3.0,1.0,1,1,0,1,0,0,2.5,0,1
4193000.0,3450.0,3.0,1.0,2,1,0,0,0,0,1.0,0,1
4165000.0,4840.0,3.0,1.0,2,1,0,0,0,0,1.0,0,1
4165000.0,4080.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
4165000.0,4046.0,3.0,1.0,2,1,0,1,0,0,1.0,0,1
4130000.0,4632.0,4.0,1.0,2,1,0,0,0,1,0.0,0,1
4130000.0,5985.0,3.0,1.0,1,1,0,1,0,0,0.0,0,1
4123000.0,6060.0,2.0,1.0,1,1,0,1,0,0,1.0,0,1
4098500.0,3600.0,3.0,1.0,1,1,0,1,0,1,0.0,1,2
4095000.0,3680.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
4095000.0,4040.0,2.0,1.0,2,1,0,0,0,0,1.0,0,1
4095000.0,5600.0,2.0,1.0,1,1,0,0,0,1,0.0,0,1
4060000.0,5900.0,4.0,1.0,2,0,0,1,0,0,1.0,0,0
4060000.0,4992.0,3.0,1.0,2,1,0,0,0,0,2.0,0,0
4060000.0,4340.0,3.0,1.0,1,1,0,0,0,0,0.0,0,1
4060000.0,3000.0,4.0,1.0,3,1,0,1,0,1,2.0,0,1
4060000.0,4320.0,3.0,1.0,2,1,0,0,0,0,2.0,1,2
4025000.0,3630.0,3.0,1.0,2,1,0,0,1,0,2.0,0,1
4025000.0,3460.0,3.0,1.0,1,1,0,1,0,1,1.0,0,2
4025000.0,5400.0,3.0,1.0,1,1,0,0,0,0,2.5,0,1
4007500.0,4500.0,3.0,1.0,2,0,0,1,0,1,0.0,0,1
4007500.0,3460.0,4.0,1.0,2,1,0,0,0,1,0.0,0,1
3990000.0,4100.0,4.0,1.0,1,0,0,1,0,0,0.0,0,0
3990000.0,6480.0,3.0,1.0,2,0,0,0,0,1,1.0,0,1
3990000.0,4500.0,3.0,1.0,2,0,0,1,0,1,0.0,0,1
3990000.0,3960.0,3.0,1.0,2,1,0,0,0,0,0.0,0,2
3990000.0,4050.0,2.0,1.0,2,1,1,1,0,0,0.0,1,0
3920000.0,7260.0,3.0,1.0,1,1,1,1,0,0,2.5,0,2
3920000.0,5500.0,4.0,1.0,2,1,1,1,0,0,0.0,0,1
3920000.0,3000.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
3920000.0,3290.0,2.0,1.0,1,1,0,0,1,0,1.0,0,2
3920000.0,3816.0,2.0,1.0,1,1,0,1,0,1,2.0,0,2
3920000.0,8080.0,3.0,1.0,1,1,0,0,0,1,2.0,0,1
3920000.0,2145.0,4.0,1.0,1,1,0,1,0,0,0.0,1,0
3885000.0,3780.0,2.0,1.0,2,1,1,1,0,0,0.0,0,1
3885000.0,3180.0,4.0,1.0,2,1,0,0,0,0,0.0,0,2
3850000.0,5300.0,4.5,1.0,2,1,0,0,0,0,0.0,0,1
3850000.0,3180.0,2.0,1.0,1,1,0,1,0,0,2.0,0,1
3850000.0,7152.0,3.0,1.0,2,1,0,0,0,1,0.0,0,2
3850000.0,4080.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3850000.0,3850.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3850000.0,2015.0,3.0,1.0,2,1,0,1,0,0,0.0,1,1
3850000.0,2176.0,2.0,1.0,2,1,1,0,0,0,0.0,1,1
3836000.0,3350.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
3815000.0,3150.0,2.0,1.0,1,0,0,1,0,0,0.0,0,1
3780000.0,4820.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
3780000.0,3420.0,2.0,1.0,2,1,0,0,1,0,1.0,0,1
3780000.0,3600.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3780000.0,5830.0,2.0,1.0,1,1,0,0,0,0,2.0,0,0
3780000.0,2856.0,3.0,1.0,3,1,0,0,0,0,0.0,1,2
3780000.0,8400.0,2.0,1.0,1,1,0,0,0,0,1.0,0,2
3773000.0,8250.0,3.0,1.0,1,1,0,0,0,0,2.0,0,2
3773000.0,2520.0,4.5,1.0,1,0,0,1,0,1,1.0,0,2
3773000.0,6930.0,4.0,1.0,2,0,0,0,0,0,1.0,0,2
3745000.0,3480.0,2.0,1.0,1,1,0,0,0,0,0.0,1,1
3710000.0,3600.0,3.0,1.0,1,1,0,0,0,0,1.0,0,0
3710000.0,4040.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3710000.0,6020.0,3.0,1.0,1,1,0,0,0,0,0.0,0,1
3710000.0,4050.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3710000.0,3584.0,2.0,1.0,1,1,0,0,1,0,0.0,0,1
3703000.0,3120.0,3.0,1.0,2,0,0,1,1,0,0.0,0,1
3703000.0,5450.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3675000.0,3630.0,2.0,1.0,1,1,0,1,0,0,0.0,0,2
3675000.0,3630.0,2.0,1.0,1,1,0,0,0,1,0.0,0,0
3675000.0,5640.0,2.0,1.0,1,0,0,0,0,0,0.0,0,1
3675000.0,3600.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3640000.0,4280.0,2.0,1.0,1,1,0,0,0,1,2.0,0,1
3640000.0,3570.0,3.0,1.0,2,1,0,1,0,0,0.0,0,1
3640000.0,3180.0,3.0,1.0,2,0,0,1,0,0,0.0,0,1
3640000.0,3000.0,2.0,1.0,2,1,0,0,0,1,0.0,0,2
3640000.0,3520.0,2.0,1.0,1,1,0,1,0,0,0.0,0,1
3640000.0,5960.0,3.0,1.0,2,1,1,1,0,0,0.0,0,0
3640000.0,4130.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
3640000.0,2850.0,3.0,1.0,2,0,0,1,0,0,0.0,1,0
3640000.0,2275.0,3.0,1.0,3,1,0,0,1,1,0.0,1,1
3633000.0,3520.0,3.0,1.0,1,1,0,0,0,0,2.0,1,0
3605000.0,4500.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3605000.0,4000.0,2.0,1.0,1,1,0,0,0,0,0.0,1,1
3570000.0,3150.0,3.0,1.0,2,1,0,1,0,0,0.0,0,2
3570000.0,4500.0,4.0,1.0,2,1,0,1,0,0,2.0,0,2
3570000.0,4500.0,2.0,1.0,1,0,0,0,0,0,0.0,0,2
3570000.0,3640.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3535000.0,3850.0,3.0,1.0,1,1,0,0,0,0,2.0,0,0
3500000.0,4240.0,3.0,1.0,2,1,0,0,0,1,0.0,0,1
3500000.0,3650.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
3500000.0,4600.0,4.0,1.0,2,1,0,0,0,0,0.0,0,1
3500000.0,2135.0,3.0,1.0,2,0,0,0,0,0,0.0,0,0
3500000.0,3036.0,3.0,1.0,2,1,0,1,0,0,0.0,0,1
3500000.0,3990.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
3500000.0,7424.0,3.0,1.0,1,0,0,0,0,0,0.0,0,0
3500000.0,3480.0,3.0,1.0,1,0,0,0,0,1,0.0,0,0
3500000.0,3600.0,4.5,1.0,2,1,0,0,0,0,1.0,0,0
3500000.0,3640.0,2.0,1.0,1,1,0,0,0,0,1.0,0,1
3500000.0,5900.0,2.0,1.0,1,1,0,0,0,0,1.0,0,2
3500000.0,3120.0,3.0,1.0,2,1,0,0,0,0,1.0,0,0
3500000.0,7350.0,2.0,1.0,1,1,0,0,0,0,1.0,0,1
3500000.0,3512.0,2.0,1.0,1,1,0,0,0,0,1.0,1,0
3500000.0,9500.0,3.0,1.0,2,1,0,0,0,0,2.5,1,0
3500000.0,5880.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3500000.0,10555.625,3.0,1.0,1,1,0,0,0,0,0.0,0,0
3493000.0,4900.0,3.0,1.0,2,0,0,0,0,0,0.0,0,0
3465000.0,3060.0,3.0,1.0,1,1,0,0,0,0,0.0,0,0
3465000.0,5320.0,2.0,1.0,1,1,0,0,0,0,1.0,1,0
3465000.0,2145.0,3.0,1.0,3,1,0,0,0,0,0.0,1,2
3430000.0,4000.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3430000.0,3185.0,2.0,1.0,1,1,0,0,0,0,2.0,0,0
3430000.0,3850.0,3.0,1.0,1,1,0,0,0,0,0.0,0,0
3430000.0,2145.0,3.0,1.0,3,1,0,0,0,0,0.0,1,2
3430000.0,2610.0,3.0,1.0,2,1,0,1,0,0,0.0,1,0
3430000.0,1950.0,3.0,1.0,2,1,0,1,0,0,0.0,1,0
3423000.0,4040.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3395000.0,4785.0,3.0,1.0,2,1,1,1,0,1,1.0,0,2
3395000.0,3450.0,3.0,1.0,1,1,0,1,0,0,2.0,0,0
3395000.0,3640.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3360000.0,3500.0,4.0,1.0,2,1,0,0,0,1,2.0,0,0
3360000.0,4960.0,4.0,1.0,3,0,0,0,0,0,0.0,0,1
3360000.0,4120.0,2.0,1.0,2,1,0,0,0,0,0.0,0,0
3360000.0,4750.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3360000.0,3720.0,2.0,1.0,1,0,0,0,0,1,0.0,0,0
3360000.0,3750.0,3.0,1.0,1,1,0,0,0,0,0.0,0,0
3360000.0,3100.0,3.0,1.0,2,0,0,1,0,0,0.0,0,1
3360000.0,3185.0,2.0,1.0,1,1,0,1,0,0,2.0,0,2
3353000.0,2700.0,3.0,1.0,1,0,0,0,0,0,0.0,0,2
3332000.0,2145.0,3.0,1.0,2,1,0,1,0,0,0.0,1,2
3325000.0,4040.0,2.0,1.0,1,1,0,0,0,0,1.0,0,0
3325000.0,4775.0,4.0,1.0,2,1,0,0,0,0,0.0,0,0
3290000.0,2500.0,2.0,1.0,1,0,0,0,0,1,0.0,0,0
3290000.0,3180.0,4.0,1.0,2,1,0,1,0,1,0.0,0,0
3290000.0,6060.0,3.0,1.0,1,1,1,1,0,0,0.0,0,2
3290000.0,3480.0,4.0,1.0,2,0,0,0,0,0,1.0,0,1
3290000.0,3792.0,4.0,1.0,2,1,0,0,0,0,0.0,0,1
3290000.0,4040.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3290000.0,2145.0,3.0,1.0,2,1,0,1,0,0,0.0,1,2
3290000.0,5880.0,3.0,1.0,1,1,0,0,0,0,1.0,0,0
3255000.0,4500.0,2.0,1.0,1,0,0,0,0,0,0.0,0,1
3255000.0,3930.0,2.0,1.0,1,0,0,0,0,0,0.0,0,0
3234000.0,3640.0,4.0,1.0,2,1,0,1,0,0,0.0,0,0
3220000.0,4370.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
3220000.0,2684.0,2.0,1.0,1,1,0,0,0,1,1.0,0,0
3220000.0,4320.0,3.0,1.0,1,0,0,0,0,0,1.0,0,0
3220000.0,3120.0,3.0,1.0,2,0,0,0,0,0,0.0,0,2
3150000.0,3450.0,1.0,1.0,1,1,0,0,0,0,0.0,0,2
3150000.0,3986.0,2.0,1.0,1,0,1,1,0,0,1.0,0,0
3150000.0,3500.0,2.0,1.0,1,0,0,1,0,0,0.0,0,1
3150000.0,4095.0,2.0,1.0,1,1,0,0,0,0,2.0,0,1
3150000.0,1650.0,3.0,1.0,2,0,0,1,0,0,0.0,0,0
3150000.0,3450.0,3.0,1.0,2,1,0,1,0,0,0.0,0,1
3150000.0,6750.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3150000.0,9000.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
3150000.0,3069.0,2.0,1.0,1,1,0,0,0,0,1.0,0,0
3143000.0,4500.0,3.0,1.0,2,1,0,0,0,1,0.0,0,0
3129000.0,5495.0,3.0,1.0,1,1,0,1,0,0,0.0,0,0
3118850.0,2398.0,3.0,1.0,1,1,0,0,0,0,0.0,1,1
3115000.0,3000.0,3.0,1.0,1,0,0,0,0,1,0.0,0,0
3115000.0,3850.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
3115000.0,3500.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3087000.0,8100.0,2.0,1.0,1,1,0,0,0,0,1.0,0,0
3080000.0,4960.0,2.0,1.0,1,1,0,1,0,1,0.0,0,0
3080000.0,2160.0,3.0,1.0,2,0,0,1,0,0,0.0,0,1
3080000.0,3090.0,2.0,1.0,1,1,1,1,0,0,0.0,0,0
3080000.0,4500.0,2.0,1.0,2,1,0,0,1,0,1.0,0,1
3045000.0,3800.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
3010000.0,3090.0,3.0,1.0,2,0,0,0,0,0,0.0,0,1
3010000.0,3240.0,3.0,1.0,2,1,0,0,0,0,2.0,0,1
3010000.0,2835.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
3010000.0,4600.0,2.0,1.0,1,1,0,0,0,0,0.0,0,2
3010000.0,5076.0,3.0,1.0,1,0,0,0,0,0,0.0,0,0
3010000.0,3750.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
3010000.0,3630.0,4.0,1.0,2,1,0,0,0,0,2.5,0,1
3003000.0,8050.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2975000.0,4352.0,4.0,1.0,2,0,0,0,0,0,1.0,0,0
2961000.0,3000.0,2.0,1.0,2,1,0,0,0,0,0.0,0,1
2940000.0,5850.0,3.0,1.0,2,1,0,1,0,0,1.0,0,0
2940000.0,4960.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2940000.0,3600.0,3.0,1.0,2,0,0,0,0,0,1.0,0,0
2940000.0,3660.0,4.0,1.0,2,0,0,0,0,0,0.0,0,0
2940000.0,3480.0,3.0,1.0,2,0,0,0,0,0,1.0,0,1
2940000.0,2700.0,2.0,1.0,1,0,0,0,0,0,0.0,0,2
2940000.0,3150.0,3.0,1.0,2,0,0,0,0,0,0.0,0,0
2940000.0,6615.0,3.0,1.0,2,1,0,0,0,0,0.0,0,1
2870000.0,3040.0,2.0,1.0,1,0,0,0,0,0,0.0,0,0
2870000.0,3630.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2870000.0,6000.0,2.0,1.0,1,1,0,0,0,0,0.0,0,1
2870000.0,5400.0,4.0,1.0,2,1,0,0,0,0,0.0,0,0
2852500.0,5200.0,4.0,1.0,3,1,0,0,0,0,0.0,0,0
2835000.0,3300.0,3.0,1.0,2,0,0,0,0,0,1.0,0,1
2835000.0,4350.0,3.0,1.0,2,0,0,0,1,0,1.0,0,0
2835000.0,2640.0,2.0,1.0,1,0,0,0,0,0,1.0,0,2
2800000.0,2650.0,3.0,1.0,2,1,0,1,0,0,1.0,0,0
2800000.0,3960.0,3.0,1.0,1,1,0,0,0,0,0.0,0,2
2730000.0,6800.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2730000.0,4000.0,3.0,1.0,2,1,0,0,0,0,1.0,0,0
2695000.0,4000.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2660000.0,3934.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2660000.0,2000.0,2.0,1.0,2,1,0,0,0,0,0.0,0,1
2660000.0,3630.0,3.0,1.0,2,0,1,0,0,0,0.0,0,0
2660000.0,2800.0,3.0,1.0,1,1,0,0,0,0,0.0,0,0
2660000.0,2430.0,3.0,1.0,1,0,0,0,0,0,0.0,0,0
2660000.0,3480.0,2.0,1.0,1,1,0,0,0,0,1.0,0,1
2660000.0,4000.0,3.0,1.0,1,1,0,0,0,0,0.0,0,1
2653000.0,3185.0,2.0,1.0,1,1,0,0,0,1,0.0,0,0
2653000.0,4000.0,3.0,1.0,2,1,0,0,0,1,0.0,0,0
2604000.0,2910.0,2.0,1.0,1,0,0,0,0,0,0.0,0,0
2590000.0,3600.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2590000.0,4400.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2590000.0,3600.0,2.0,1.0,2,1,0,1,0,0,1.0,0,2
2520000.0,2880.0,3.0,1.0,1,0,0,0,0,0,0.0,0,0
2520000.0,3180.0,3.0,1.0,1,0,0,0,0,0,0.0,0,0
2520000.0,3000.0,2.0,1.0,2,1,0,0,0,0,0.0,0,2
2485000.0,4400.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
2485000.0,3000.0,3.0,1.0,2,0,0,0,0,0,0.0,0,1
2450000.0,3210.0,3.0,1.0,2,1,0,1,0,0,0.0,0,0
2450000.0,3240.0,2.0,1.0,1,0,1,0,0,0,1.0,0,0
2450000.0,3000.0,2.0,1.0,1,1,0,0,0,0,1.0,0,0
2450000.0,3500.0,2.0,1.0,1,1,1,0,0,0,0.0,0,0
2450000.0,4840.0,2.0,1.0,2,1,0,0,0,0,0.0,0,0
2450000.0,7700.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2408000.0,3635.0,2.0,1.0,1,0,0,0,0,0,0.0,0,0
2380000.0,2475.0,3.0,1.0,2,1,0,0,0,0,0.0,0,2
2380000.0,2787.0,4.0,1.0,2,1,0,0,0,0,0.0,0,2
2380000.0,3264.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2345000.0,3640.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2310000.0,3180.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
2275000.0,1836.0,2.0,1.0,1,0,0,1,0,0,0.0,0,1
2275000.0,3970.0,1.0,1.0,1,0,0,0,0,0,0.0,0,0
2275000.0,3970.0,3.0,1.0,2,1,0,1,0,0,0.0,0,0
2240000.0,1950.0,3.0,1.0,1,0,0,0,1,0,0.0,0,0
2233000.0,5300.0,3.0,1.0,1,0,0,0,0,1,0.0,1,0
2135000.0,3000.0,2.0,1.0,1,0,0,0,0,0,0.0,0,0
2100000.0,2400.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
2100000.0,3000.0,4.0,1.0,2,1,0,0,0,0,0.0,0,0
2100000.0,3360.0,2.0,1.0,1,1,0,0,0,0,1.0,0,0
1960000.0,3420.0,4.5,1.0,2,0,0,0,0,0,0.0,0,0
1890000.0,1700.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
1890000.0,3649.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
1855000.0,2990.0,2.0,1.0,1,0,0,0,0,0,1.0,0,0
1820000.0,3000.0,2.0,1.0,1,1,0,1,0,0,2.0,0,0
1767150.0,2400.0,3.0,1.0,1,0,0,0,0,0,0.0,0,1
1750000.0,3620.0,2.0,1.0,1,1,0,0,0,0,0.0,0,0
1750000.0,2910.0,3.0,1.0,1,0,0,0,0,0,0.0,0,2
1750000.0,3850.0,3.0,1.0,2,1,0,0,0,0,0.0,0,0
